id,Comment,Label,source_label
ext_02438,@sᴀɴᴅᴀʟᴡᴏᴏᴅ sᴛᴜᴅɪᴏ ᴍᴏᴠɪᴇs munde gottagutte,Non-Hate,Not_offensive
ext_02439,HAI NANOO KOODA ...BHARATHnNANGU ASTE NIDDE ONDU DODDA KAYILE...AGIDE,Non-Hate,Not_offensive
ext_02440,Correct alva guru nin mathu 100 sathya,Non-Hate,Not_offensive
ext_02441,Veerappan ennu badkavna elva edra bagge ondu video madi sir. 🤔,Non-Hate,Not_offensive
ext_02442,Chinddi hagi madidiya guru,Non-Hate,Not_offensive
ext_02443,Ee song nodidmel kado kattakade preshne......Next song yavaga???!,Non-Hate,Not_offensive
ext_02444,Bro navu arvinda tilkotidivi andre navu avrige yenadru kodbeku dodd dodd channel galige hinde dodd vyakti irtare so skip madade nodi avrigu duddu barli  .,Non-Hate,Not_offensive
ext_02445,Ean dailag guru,Non-Hate,Not_offensive
ext_02446,Super song sir,Non-Hate,Not_offensive
ext_02447,Nice movie,Non-Hate,Not_offensive
ext_02448,Rakshith Sir fan like here,Non-Hate,Not_offensive
ext_02449,Nenne bigboss nalli chandan same step maadudru..,Non-Hate,Not_offensive
ext_02450,Full gichhh Madi nod anaa mast,Non-Hate,Not_offensive
ext_02451,super songs super steps,Non-Hate,Not_offensive
ext_02452,AvaneSrimannarayana du background music BGM release madi sir,Non-Hate,Not_offensive
ext_02453,Rashmika mandana aunty full stomach burning haa?!!! 🤣🤣🤣,Hate,Offensive_Targeted_Insult_Individual
ext_02454,Love story bandidde adre e Tara yavdu illa,Hate,Offensive_Targeted_Insult_Group
ext_02455,Charitre shrustiso avatara....nRakshith ge idu hosa avatara,Non-Hate,Not_offensive
ext_02456,@Sujith Manipal alla uddin khalji dehali sulthana ...... ava ennu iddana,Non-Hate,Not_offensive
ext_02457,@Poojari Avinash pls nivelru movie na promote madi. Insta & fb alli promote madi,Non-Hate,Not_offensive
ext_02458,Super d boss fans,Non-Hate,Not_offensive
ext_02459,@Chandan Papu lo childu dheera dheera appata kannada song salam rocky bhai hindi song modhlu adana tilko,Hate,Offensive_Targeted_Insult_Individual
ext_02460,@Troll Stupid Fans halkat sulemagne nin Amman thullu sulemagne gaandu nayi sulemakla d boss bagge matadidre sulemagne Ninnamman keythini ashte nayi rande soole maga Nim Amman kalisu keythini soole rande magne,Hate,Offensive_Targeted_Insult_Individual
ext_02461,JASTI COMMETS MADIRODHU D,Non-Hate,Not_offensive
ext_02462,@Sanju Sp adhu gun hesru,Non-Hate,Not_offensive
ext_02463,Film hit ahagokai e tharadha song irbaiku,Non-Hate,Not_offensive
ext_02464,Guru kiccha matte puneet matte Shivanna boss anta yaaru annala guru,Hate,Offensive_Targeted_Insult_Individual
ext_02465,Evarge tik tok elde kakkasu agola anusutte,Hate,Offensive_Targeted_Insult_Group
ext_02466,Ayyoo.  Teligram nalli 10 ralli 9 jana nodidaare..n Matte naanu 12 saari nodidini ..what a movie ya... Mother sentiment,Non-Hate,Not_offensive
ext_02467,Karab guru nenu nNkn eddu masthu🤗,Non-Hate,Not_offensive
ext_02468,Dagar sule munde bindu,Hate,Offensive_Targeted_Insult_Individual
ext_02469,Nangu tumba ase movie nodbekanta adre movie near by yellu illa.,Non-Hate,Not_offensive
ext_02470,Muccukondiro neenu ninna labaskoskara bogalbeda kendra sarakara mannu tinnuttiddara modige takattu ilva byan madakke,Hate,Offensive_Targeted_Insult_Individual
ext_02471,Hats of Shankar Ashvath Sir.nimma e swabimaanada jeevana Sukakarawaagi Saagali.,Non-Hate,Not_offensive
ext_02472,Howdu howdu howdu...,Non-Hate,Not_offensive
ext_02473,Sannavridvi idanna caset haaki keltidvi. Vatta maryakaagangilla.. uttara karnatakad maat kati sobugandra hinga nodri namd..,Non-Hate,Not_offensive
ext_02474,Nanna prakara badukira bhahudu adare media davari aa cotiyalli ashvattama na bage yake gottaglilla,Hate,Offensive_Targeted_Insult_Group
ext_02475,@Naveen R Naan sigapu manithan,Non-Hate,Not_offensive
ext_02476,Nam oorigu  bandidda. Nanu chicken biryani tinsi  kalsde,Non-Hate,Not_offensive
ext_02477,Tumba kalaavidara gati ide. Kalege bele illa. Ashwath Awara family ge ee thara aagbaardittu.,Non-Hate,Not_offensive
ext_02478,Hen helde guru,Non-Hate,Not_offensive
ext_02479,Step was awesome,Non-Hate,Not_offensive
ext_02480,DEVARU OLLEYAVARIGE  KASTA KODTHANE ADHARE  KAY BIDALA,Non-Hate,Not_offensive
ext_02481,Kannada industry nintirode Yash,Non-Hate,Not_offensive
ext_02482,Idu charitre shrustiso avatara @ RAKSHIT SHETTY,Non-Hate,Not_offensive
ext_02483,Vivek G side ge hogro nim,Hate,Offensive_Targeted_Insult_Group
ext_02484,Trending in no. 1,Non-Hate,Not_offensive
ext_02485,Devaru nimmanna nimma kutumbavanna.chennagi idali..we at cab driver,Non-Hate,Not_offensive
ext_02486,No.1 song ri,Non-Hate,Not_offensive
ext_02487,Nivu Yaste ugudru Sariagla,Non-Hate,Not_offensive
ext_02488,Hiii......Amar Prasad avre,Non-Hate,Not_offensive
ext_02489,Tiktok inda nam personal information china avrge gottagtide.... idella avrge gottagtilla bvc galu... ban madidre avrge madok bere kelsa iralvalla adke itara adtidare🤦‍and yar yaru tiktok ban madbardu anta heltaro avr videos nododna  modlu stop madbeku,Hate,Offensive_Targeted_Insult_Other
ext_02490,Please innodh video maadi bro ticktock bagge,Non-Hate,Not_offensive
ext_02491,Extradnary talent from raksit setty e movie enadru Kannada industrige hosa sandesha kodutte annoru like madi,Non-Hate,Not_offensive
ext_02492,രക്ഷിത് ഷെട്ടി കേരള ഫാൻസ്nRakshit Shetty kerala fans,Hate,Offensive_Targeted_Insult_Group
ext_02493,Please darshan fans dislike madbedi nim Hero ne great but please Ee movie ge dislike madbedi,Non-Hate,Not_offensive
ext_02494,Bere Level #ASN #'Hands Up',Non-Hate,Not_offensive
ext_02495,Alla ri  valmiki real life na khate bardidaro real khate bardidaro avnu ganeshana hattira barsiridu avaga Ramayana Mahabharata nadide Ella  haganta ashvataama badkidane anta hege nambtira astukku adu nadidide elvo namg gotte ella adu hege aahvataama badkidane anta heltira. Edu bidi nivu avna nodidira bandu Kate helda anta ede alla nivu hogi kelidira avaru buildope GE helirbodu. Edu yarige esta agidiyo avru like madi.,Hate,Offensive_Targeted_Insult_Individual
ext_02496,Devaru olledu madtane sir..nimge chenag iri,Non-Hate,Not_offensive
ext_02497,basava basavaraj mind your words. Maathina mele niga irli.,Non-Hate,Not_offensive
ext_02498,Creative kannadiga super neevu..,Non-Hate,Not_offensive
ext_02499,Super Anna enu ugiri chanagi,Non-Hate,Not_offensive
ext_02500,Hand's up,Non-Hate,Not_offensive
ext_02501,Bro aa game  name  heli,Non-Hate,Not_offensive
ext_02502,In sandalwoodnnTumba janrige jaatre hero gale ishta aagodu.. talent content bekagilla.. rhyming dialogues matte badavara para horado hero... Aaith mugitu,Non-Hate,Not_offensive
ext_02503,Now karabu is most liked song,Non-Hate,Not_offensive
ext_02504,Super star in uk tippa,Hate,Offensive_Targeted_Insult_Group
ext_02505,Daily hakri........ nim video super agirutte,Non-Hate,Not_offensive
ext_02506,Super song ..,Non-Hate,Not_offensive
ext_02507,@Seema Ankalgi ft   ft ftnnnnCu,Non-Hate,Not_offensive
ext_02508,Kach hogedu banda varu like madi,Non-Hate,Not_offensive
ext_02509,Hindi version Elli ide guru,Non-Hate,Not_offensive
ext_02510,Nan nodidini mobile li,Non-Hate,Not_offensive
ext_02511,Super movie 🤩,Non-Hate,Not_offensive
ext_02512,Nimage aa devaru olledu madali Appaji...nNimma matugalu keli nange 100% Dairya bantu appaji thank you for your inspiration,Non-Hate,Not_offensive
ext_02513,open song edde agirlli n super music  super stepn         Bharjari gidde SongnnNalle release movie All the best  God bless you nn Dhruva Sarja Abhimanigallindan  Jaiii Anjaneya,Non-Hate,Not_offensive
ext_02514,Chindhi guru.. Sakkath.,Non-Hate,Not_offensive
ext_02515,Flop movie........ Boring,Hate,Offensive_Targeted_Insult_Other
ext_02516,Sir enthavru jaatre dialogue,Non-Hate,Not_offensive
ext_02517,Yes hange kick kodta hogutte.. ಒಳ್ಳೆ synch ಮಾಡಿದ್ದಾರೆ..,Non-Hate,Not_offensive
ext_02518,Hindi version yelli,Non-Hate,Not_offensive
ext_02519,Tital nodi ...ond matu helbeku anth annistu ...Pade pade prashne Keli ...alohage maditirode nivu ....nachike agbeku ..nimge.,Non-Hate,Not_offensive
ext_02520,Guru e game name en guru.... Masth eede game,Non-Hate,Not_offensive
ext_02521,Super O super,Non-Hate,Not_offensive
ext_02522,#BOSS FAN'S YELLA LIKE MADRO,Non-Hate,Not_offensive
ext_02523,ನಮಸ್ಕಾರ super bro,Non-Hate,Not_offensive
ext_02524,Super  song I like it so much,Non-Hate,Not_offensive
ext_02525,Rasmika ge  uribeku nimma cenema successful kanabeku hagu nimma jodi shanvi madam rakshit shetty jote  maduve agabeku idu nimma abhimani asheya,Hate,Offensive_Targeted_Insult_Individual
ext_02526,@Nandi Parthasarathi hogo sulemgne urkondu barbeda illi ninna akkna keya wait for Roberrt,Hate,Offensive_Targeted_Insult_Individual
ext_02527,@chetan kumarab nan yavagloo compare maddhe...,Hate,Offensive_Targeted_Insult_Individual
ext_02528,26k dislikes nThese are rashmika fans,Hate,Offensive_Targeted_Insult_Group
ext_02529,Shanvi shreevastav bittu bere yav hugiru illa ankondidde,Non-Hate,Not_offensive
ext_02530,Sar nanu nemma thandhe Abimani          Sar good luck,Non-Hate,Not_offensive
ext_02531,@Darshan Jain 🤣🤣🤣🤣🤣🤣🤣🤟🤟🤘🤘gottu bidu maga ningu avna bagge sumne yake bildup,Hate,Offensive_Targeted_Insult_Individual
ext_02532,Re relice agbeku,Non-Hate,Not_offensive
ext_02533,Akhilanda koti brahmand nayaka simple star,Non-Hate,Not_offensive
ext_02534,ನಾವೇ thukali stars ಅಂತ ಟಿಕ್ tak maritha idru ಕೆಲ sade ಗಳು ivaga ಮನೇಲಿ ಮುಸುರೆ ತಿಕ್ಕಿ baddetava,Hate,Offensive_Targeted_Insult_Group
ext_02535,Tiktok ben agbek bro,Non-Hate,Not_offensive
ext_02536,Unique actor...... super maga,Non-Hate,Not_offensive
ext_02537,Allow illo kelid nenapu,Non-Hate,Not_offensive
ext_02538,Matte Hands up enu?,Non-Hate,Not_offensive
ext_02539,Music superaagi kottidiya guru,Non-Hate,Not_offensive
ext_02540,BGM neXt levEl nswAg...!,Non-Hate,Not_offensive
ext_02541,Namma devaru nimma devaru anta andkollodu samanyane.,Non-Hate,Not_offensive
ext_02542,Climax Swalpa Change madbekittu...,Hate,Offensive_Targeted_Insult_Group
ext_02543,Nice bro ... Nanu ella China apps delete madidini,Non-Hate,Not_offensive
ext_02544,Full movie upload madri.. Ofter release pls,Non-Hate,Not_offensive
ext_02545,@d boss mania o brame nivu ede tara tilkolli avaru belitare,Non-Hate,Not_offensive
ext_02546,Rashmika Manddana goskra one sari  hogtini movie goskra Dina hogtina,Non-Hate,Not_offensive
ext_02547,En super helidya bro innu eno beku,Non-Hate,Not_offensive
ext_02548,Nav avnaa meet agboda sir?,Non-Hate,Not_offensive
ext_02549,Yake avru uninstall madak hinde munde  nodtidare  andre.   Avrige  amount bartide  ansutte tiktok enda,Hate,Offensive_Targeted_Insult_Group
ext_02550,Nange ondu doubt ? mahabharatha nijavagi nadedidya ?? Or ಕಥೇನ??,Non-Hate,Not_offensive
ext_02551,Thappu ella nima kelavodu dailog druva sarja thara ede sprrrr,Non-Hate,Not_offensive
ext_02552,Allappa beta aaa,Non-Hate,Not_offensive
ext_02553,@Venu real life llu haage iddidre accept madabahuditthuu alvaa.. !!!nEspecially obba natananna thumbaa abhimaanigalu fallow maadthaare so avru nija jeevanadallu  maadhari aagirabeke vinaha thappu madbaardu alvaa baree film lli maathra hero aagidre saaladuu real life llu kooda hero agirbeku aaga avaru obba nijavaada  manushya aagoke saadhya... !!!,Non-Hate,Not_offensive
ext_02554,Ah boss Ee boss antha group katobadllu.  Simple jeevna ne super,Non-Hate,Not_offensive
ext_02555,Guru en helde guru suuuuper nE China deshdorge huttiro Nan maklu nodire jamun juice agigirutte pakka guru nin voice dialogue keltidre keltane irbeku anstide guru ..... But suuuuuuuuuper,Hate,Offensive_Targeted_Insult_Other
ext_02556,Odeya  avane srimannarayana nRakshit shetty =likenDarshan = dislikenJai DBoobs dagarshan,Non-Hate,Not_offensive
ext_02557,ಅಶೋಕ್ ಅವರು ಕನ್ನಡದ Christopher Nolan....,Non-Hate,Not_offensive
ext_02558,Rashika mandhana nodu namma Kannadada tiger naa,Non-Hate,Not_offensive
ext_02559,Super movie.yallaru hogi nodi,Non-Hate,Not_offensive
ext_02560,Good information sir but ivattu yako parokshavaģi  China desha vanna hogalida hage ittu adru ade nija  satya yavaglu kahiyagi irutte,Non-Hate,Not_offensive
ext_02561,Good job..  Goahead mahn,Non-Hate,Not_offensive
ext_02562,6-5=2 film ತಂಡ ಮಾಡಿದೆ andiddake...e ಫಿಲ್ಮ್ ತುಂಬಾ ಜನ ನೋಡದೆ ಇರ್ಬೋದು...aa ಫಿಲ್ಮ್ ತುಂಬಾ ಗಿಮಿಕ್ ಇಂದ ತುಂಬಿತ್ತು...but this film..has good story base...stop promoting with 6-5=2....all the best,Hate,Offensive_Targeted_Insult_Group
ext_02563,Guru super.... Evarige chenaag ittidiyaa,Non-Hate,Not_offensive
ext_02564,Thu.... Gaandu.... Ninobba gandsa,Hate,Offensive_Targeted_Insult_Individual
ext_02565,Nijvaaglu sir.olle information kottidiri,Non-Hate,Not_offensive
ext_02566,Next song yavaga release madtira nWaiting🤗,Non-Hate,Not_offensive
ext_02567,Shankar sir moulyayutha nudigalu,Non-Hate,Not_offensive
ext_02568,Trailer Kooda 6 dina Trending alli ittu,Non-Hate,Not_offensive
ext_02569,@Nandi Parthasarathi ಹುಚ್ಚು ಮುಂಡೆ,Hate,Offensive_Targeted_Insult_Individual
ext_02570,howdu first time keldaga nangu ok anstu bt ega kelbeku anstide and sakkath dance moves,Non-Hate,Not_offensive
ext_02571,Hate the dislikers .If it is true like me,Hate,Offensive_Targeted_Insult_Group
ext_02572,Super Boss idu actually bekagiddu ... tik tok madavruru sari yagi Thodineku,Non-Hate,Not_offensive
ext_02573,Supper  guru,Non-Hate,Not_offensive
ext_02574,Sir Nimma Swabhimana innu jasthi agli hage Devru nimge innu jasthi Shakthi kodli antha devaranna nanu kelikolluthene,Non-Hate,Not_offensive
ext_02575,#u osm BronIvrella common sense less kaacaha galu n# one app value gotthilla sedegalu,Non-Hate,Not_offensive
ext_02576,Yaaru Film nodkobandu keltiroru like maadi,Non-Hate,Not_offensive
ext_02577,Making ತುಂಬಾ ಚನ್ನಾಗಿದೆ  Lyrics Not good,Hate,Offensive_Targeted_Insult_Group
ext_02578,Tusmika manganna Na tikha uriyang Ede... Rakshith Shetty ni hinge belibeku..avl mukli uriyeng,Hate,Offensive_Targeted_Insult_Individual
ext_02579,@ಜೈ ಭಜರಂಗಿ##ವಿಶ್ವ avaru..dronara maga..,Non-Hate,Not_offensive
ext_02580,Guru ellidde guru real Tallent irodhu ninge,Non-Hate,Not_offensive
ext_02581,@Manoj Kolya Movie nododidre nodu.. Bittre bidu.. Loss ninge ne.. Movie onthu pakka Sandalwood Blockbuster agutte.. Doubt ee illa..,Non-Hate,Not_offensive
ext_02582,Dboss thara ivnu jana galisoke.. dodda dodda dialogue bidalla media munde rakshit na avnge holisbedi,Hate,Offensive_Targeted_Insult_Group
ext_02583,Song is super.. But innu swalp fast madiddare sakattagirodu,Non-Hate,Not_offensive
ext_02584,#1 ON TRENDING,Non-Hate,Not_offensive
ext_02585,Heloke padagale siktilla anno padakke artha sikkkantagide,Non-Hate,Not_offensive
ext_02586,Nivu heliddu nija,Non-Hate,Not_offensive
ext_02587,Super video madiddira,Non-Hate,Not_offensive
ext_02588,TUNNE YASH BOLIMAGANE,Hate,Offensive_Targeted_Insult_Group
ext_02589,Olle singer Brw ninu,Non-Hate,Not_offensive
ext_02590,I love gojjekesari Sule gayash,Hate,Offensive_Targeted_Insult_Individual
ext_02591,Super move,Non-Hate,Not_offensive
ext_02592,Bro nanu kichcha fan bro...,Non-Hate,Not_offensive
ext_02593,Entha movie multi language barbeku,Non-Hate,Not_offensive
ext_02594,Anna aa game yavdu,Non-Hate,Not_offensive
ext_02595,Super bro yanke uninstall madbeku anno gandugale saryag helidira,Non-Hate,Not_offensive
ext_02596,China da environment hegide yargu gotila,Non-Hate,Not_offensive
ext_02597,Super entertainment movie,Non-Hate,Not_offensive
ext_02598,Hadsap handsap.......plzzzzzzz kannada cinima idndustige handsap me.........saport,Non-Hate,Not_offensive
ext_02599,Yapppaaaa!  Yak guru istond hype e song ge?,Hate,Offensive_Targeted_Insult_Individual
ext_02600,Rock Siddu yaako gaandu soole magane naanu ninna thangina rape maadidna.. yelo mathannu ole mathanaadu.. nanagu baahi ide.. nanage gothilade thapagide.. Neenu mathado reethi badalisiko ...,Hate,Offensive_Targeted_Insult_Individual
ext_02601,tumba olle kathe,Non-Hate,Not_offensive
ext_02602,@Shashank Raj ninu thika muchho lo yeno artha aythu ninge ಕಾಮೆಂಟ್ಸ್ ಓದೋದು ಕಲಿ 🤣🤣,Hate,Offensive_Targeted_Insult_Individual
ext_02603,ayoo super annaaaa,Non-Hate,Not_offensive
ext_02604,Abbabba.... Super movie,Non-Hate,Not_offensive
ext_02605,Olledagli sir nimge..,Non-Hate,Not_offensive
ext_02606,Super sar song,Non-Hate,Not_offensive
ext_02607,Idu charitre shrustisuva avatara idu charitre shrushtisuva cinema ASN,Non-Hate,Not_offensive
ext_02608,Super music avane srimannarayana movie super it movie anoru like me,Non-Hate,Not_offensive
ext_02609,super song ma,Non-Hate,Not_offensive
ext_02610,Hanna neve super,Non-Hate,Not_offensive
ext_02611,@d boss mania Yegurkollale cake cutting puk,Non-Hate,Not_offensive
ext_02612,@Ŕävîñđŕå_02_GøWđřú neenu beedhi soole maga.... neene bandu keliddu.... nan paadig naan comment maadidde.... Oh neev italy yavru alva lowdre.....?,Hate,Offensive_Targeted_Insult_Individual
ext_02613,Charitre srustiso avatara.....,Non-Hate,Not_offensive
ext_02614,YouTube nali upload agiroduna modhlu delete madsii,Hate,Offensive_Targeted_Insult_Group
ext_02615,@Mahesh Babu sule magne,Hate,Offensive_Targeted_Insult_Individual
ext_02616,tandhege takka maga,Non-Hate,Not_offensive
ext_02617,@sᴀɴᴅᴀʟᴡᴏᴏᴅ sᴛᴜᴅɪᴏ ᴍᴏᴠɪᴇs irbahudh... but avn mundhe neen yavathidru baccha.. nnNenp idko ondh kanmada actorna nodi beliyodh kali. Adhna bittu avn hero ivn baccha anbeda. Nan Dharshan fan sudheep fan yash fan rakshith shetty kannada actor ellar fan..avr yaro obbaninda kannada film belyall kanale..,Hate,Offensive_Targeted_Insult_Individual
ext_02618,Shankar Nag Nenapugalu,Non-Hate,Not_offensive
ext_02619,Bgm release madi sir,Non-Hate,Not_offensive
ext_02620,Bro niu videos dali torso gems name yanu,Non-Hate,Not_offensive
ext_02621,Ondondu maathu shalege chappali suthkondu hodeda hagide bro nnNkn chaina apps ban maadsi avar arthikathage hodetha bilali nnTq so much,Hate,Offensive_Targeted_Insult_Group
ext_02622,Ayo mostly avarige samskruti bhase barutee ansathe,Non-Hate,Not_offensive
ext_02623,Neevu varshkke ondu cinema madru supper 1varshkke 34cinema madobadalige intha ondu cinema saku,Non-Hate,Not_offensive
ext_02624,Guru ninge like beku andre kelu Kodthare adu bitu thandidabeda,Hate,Offensive_Targeted_Insult_Individual
ext_02625,Div movie nodi thumba kushi aithu yakandre hen maklu jevanke atharavada movie thumba adbuthavagithu dia ond  sala nodidini bt  nange e movie na mathe mathe nodbeku anthasuthe. Nanganthu yala movie ista bt  dia thumba special yakae hege antha helodik agthila asta aithu sundravada love Thai preethi  2 hero's  obrg ibru kami illa dia nodvag kushi aithu prithi helthare anvaga kalkondru mathe bere  sambanda besadaga hale prethinali priiithi India duragi mathe bandy mathe kalkonda aa  ondu nimsha jeva kaldoithu bt  gene idru I love dia,Non-Hate,Not_offensive
ext_02626,Rashmika missed him!,Non-Hate,Not_offensive
ext_02627,@Nandi Parthasarathi kurishetra alla adu kurukshetra 🤣,Hate,Offensive_Targeted_Insult_Individual
ext_02628,@Supriya Manogna hospital na olage itkondidra doctor,Non-Hate,Not_offensive
ext_02629,Pakka new year party song.... m/,Non-Hate,Not_offensive
ext_02630,Onde baari hattu cinema bandre,Non-Hate,Not_offensive
ext_02631,Super bro Sakkathagide bro,Non-Hate,Not_offensive
ext_02632,Yava game idu,Non-Hate,Not_offensive
ext_02633,Nama Kannada channel Dinesh ss qthjjko,Non-Hate,Not_offensive
ext_02634,Super song..nnn Loved it,Non-Hate,Not_offensive
ext_02635,Hello dr. Vivek bindra video copy madidra? Never mind copy adru channagittu,Non-Hate,Not_offensive
ext_02636,Matte film ge banni sir,Non-Hate,Not_offensive
ext_02637,Super togare teppa,Non-Hate,Not_offensive
ext_02638,@Dhananjay Kinyaje yen promotion madtare ivaru. Bengaluru bittu yelladru hogtara promotion madakke?nTamil,Hate,Offensive_Targeted_Insult_Other
ext_02639,Wow exlent verry new dfrent yellu kelilla nodilla danyavadagalu,Non-Hate,Not_offensive
ext_02640,Super bro naanu Tik Tok maadtidde aadre adenu nam desha kintluu hechenalla namge nam desh beku adke yella chinaa apps na in install maadidini,Non-Hate,Not_offensive
ext_02641,Kannada chitrarangada HEMME,Non-Hate,Not_offensive
ext_02642,Guru tiktok ban agbeku ninu correct guru,Non-Hate,Not_offensive
ext_02643,Fan war bittu dhayvittu ee movie ge support madrappa nam kannada movie Hollywood level ge barli.,Non-Hate,Not_offensive
ext_02644,@sujith naik tale mel hodiyoda ond kudlunu kithkollok agalla,Hate,Offensive_Targeted_Insult_Individual
ext_02645,Un like madorge mana maryadine ella guru oledelidru kidodrthada adthare,Hate,Offensive_Targeted_Insult_Other
ext_02646,@Ambrish Mallad beliyodu shata,Hate,Offensive_Targeted_Insult_Individual
ext_02647,Sir nivu tumba olle olle programs madtira sir,Non-Hate,Not_offensive
ext_02648,Music and BGM sakkat maga....,Non-Hate,Not_offensive
ext_02649,@Troll Stupid Fans neenu Darshan ge huttirbeku adike avn bagge ne mathadthidiya nimman thulna keyya soole magane.nim amman thull ge kathe thunne sigaka hogi bale akolo aaa gaandu lucha thara,Hate,Offensive_Targeted_Insult_Individual
ext_02650,sory sir teatarali film nodlike agilla tumba bejaride,Non-Hate,Not_offensive
ext_02651,Sir u r attitude & dance killed performance,Non-Hate,Not_offensive
ext_02652,Super my fevaret  thanks thaku soo mucha  ee janpadh hashy hakedhke shambhu bhalligar avarege kote kote ondhanegallu pls inodhu nuchen malaya edhe alla adhan hakepa pls,Non-Hate,Not_offensive
ext_02653,Nam college  alli degree  BE mugisdorigu nayvagi coding bareyoke barallla,Hate,Offensive_Targeted_Insult_Group
ext_02654,Waiting... Atyadbuta katahandara,Non-Hate,Not_offensive
ext_02655,Rocking Kannada Movie,Non-Hate,Not_offensive
ext_02656,Super song.....with dance sakathagide,Non-Hate,Not_offensive
ext_02657,Video noddor like kodro,Non-Hate,Not_offensive
ext_02658,Curectagi mathadodanna kali..,Hate,Offensive_Targeted_Insult_Group
ext_02659,Sariyagi degidiya guru  all the best desha abhimana elade ero sule makkali ge sariyagi deggg bekuuu,Hate,Offensive_Targeted_Insult_Group
ext_02660,Pakka nim movie gellisutteve ##jai Kiccha boss,Non-Hate,Not_offensive
ext_02661,Nice dialogue nan ondhu Sari sathidini enondu sala sayalla,Non-Hate,Not_offensive
ext_02662,Avanu bartidane get ready,Non-Hate,Not_offensive
ext_02663,@venu gopal kabja release aagli inge support madthivi ..... but Nw it's ASN time .....,Non-Hate,Not_offensive
ext_02664,Yelru onde hindu Muslim anta dived madbedi,Non-Hate,Not_offensive
ext_02665,Masthmaga na duplicate madbitaru Amar sir,Hate,Offensive_Targeted_Insult_Individual
ext_02666,dont support kannada shit only telugu ji telugu,Hate,Offensive_Targeted_Insult_Group
ext_02667,Ninyavaga hindi li nodidiyappa?? Swalpa link share madu??,Non-Hate,Not_offensive
ext_02668,Kicchana abhimanigala kadeyinda alll the best pakka,Non-Hate,Not_offensive
ext_02669,Sorry filmna  naanu theater hogi nodlilla kshamisi...super movie mobile Alli nodide ..tappige account no heli duddu haktini,Non-Hate,Not_offensive
ext_02670,Movie releaseagli guru,Non-Hate,Not_offensive
ext_02671,Soori anba song nodi bandavru  like maadi,Non-Hate,Not_offensive
ext_02672,SHYATA YASH,Hate,Offensive_Targeted_Insult_Group
ext_02673,Bro valledu yarigu bega kaansodilla,Non-Hate,Not_offensive
ext_02674,Navalla guru politicians change agbeku kachda galu,Hate,Offensive_Targeted_Insult_Group
ext_02675,Sir nivu bhal chennag matadtiri.all d best ...,Non-Hate,Not_offensive
ext_02676,Jaathigalu ee deshada belavanigege athi dodda thodakaagide.,Non-Hate,Not_offensive
ext_02677,Devre olle avrge yak kasta kodtiya,Non-Hate,Not_offensive
ext_02678,Kannada industry dodd actors ge tagolri film ge bere industry yavarna jasti dudd kott karkond bartira. ellargu shame annsalva ede muttkond heli entavar est Jana idaare,Non-Hate,Not_offensive
ext_02679,Ok about rashmika but not Vijay devarakonda,Hate,Offensive_Targeted_Insult_Individual
ext_02680,Superb song n video,Non-Hate,Not_offensive
ext_02681,Le Bindu thudugi,Hate,Offensive_Targeted_Insult_Individual
ext_02682,BGM yav Hollywood gu kammi illa. Amazing song,Non-Hate,Not_offensive
ext_02683,Rj naagraj naan bigg fan...neeu prathvi aadru naan nim Rj fan ...aadi age kushi aitu noodi ...film exlnt ee year supr move ...heroin sa acting exlnt . . whole team ....suprb,Non-Hate,Not_offensive
ext_02684,420 tik tok 420 China,Hate,Offensive_Targeted_Insult_Other
ext_02685,@prithvi nayak ನಿ ಷಂಡ,Hate,Offensive_Targeted_Insult_Individual
ext_02686,Kannadadalle bandilla innu,Non-Hate,Not_offensive
ext_02687,Nice video song,Non-Hate,Not_offensive
ext_02688,Dabba movie annoru like maadi,Hate,Offensive_Targeted_Insult_Other
ext_02689,Supar.  Love,Non-Hate,Not_offensive
ext_02690,Jai narayana jaihooooooo,Non-Hate,Not_offensive
ext_02691,Nan math nGe fida agode,Non-Hate,Not_offensive
ext_02692,@Usha Rao modlu caste system hogbeku inter caste marriage hecchige agbeku...yavag caste hogutto avage reservation hogutte..ella kade nim caste yavudu anta kelore hecchidare..bekabitti illi yaru tinutilla adu hakkide...ella 75%india du property obbare caste hattir ide adu tamugu gottu.,Non-Hate,Not_offensive
ext_02693,Modhlu sariyagi english kaliyo childu,Hate,Offensive_Targeted_Insult_Individual
ext_02694,Upendra has done,Non-Hate,Not_offensive
ext_02695,Promotion madilla guru adke jana bandilla.,Hate,Offensive_Targeted_Insult_Group
ext_02696,Nan tik tok account ne delete madi uninstall madidhini bro..,Non-Hate,Not_offensive
ext_02697,Yena lyrics guru,Hate,Offensive_Targeted_Insult_Other
ext_02698,Bro....ii movie online nalli elli sigutte....or TV yalli yavaga haktare......plzzzzzzzzz helu,Non-Hate,Not_offensive
ext_02699,Thank you Akhillanna,Non-Hate,Not_offensive
ext_02700,Yen bro nivu supper nim fan agbitte,Non-Hate,Not_offensive
ext_02701,@amithkumar D boss fan kanda adhu bale alla kadga..yeshte adru d boss obba g*avne ge bari local (gare kelsdavru,Hate,Offensive_Targeted_Insult_Individual
ext_02702,Yen Clarity Guru nivu madiro video,Non-Hate,Not_offensive
ext_02703,@anirudh 8 mostly avru Ee film nalli iddare anusutte,Non-Hate,Not_offensive
ext_02704,Raksihth settru super..............dooper..,Non-Hate,Not_offensive
